gong_call_id,project_id,customer,call_title,call_start_time_iso,call_duration_seconds,participants_json,crm_associations_json,ai_topics_json,ai_summary,ai_action_items,transcript_excerpt,transcript_json,source_endpoints_hint
CALL-200010,PRJ-2004,Keystone Manufacturing,Keystone Manufacturing - Technical Deep Dive,2026-02-01T13:06:04.974256-05:00,1465,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""samira.khan@technicianos.demo"", ""role"": ""internal""}, {""email"": ""keystone.admin@keystone.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Keystone Manufacturing"", ""opportunityName"": ""Keystone Manufacturing Implementation"", ""accountId"": ""ACC-010""}","[""Integration testing"", ""Data mapping"", ""User training""]","Call with Keystone Manufacturing covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Schedule UAT and define measurable success criteria. || Create: Request service account with least-privilege permissions. || Comment: Legacy schema requires custom field mapping. || Create: Share updated installation checklist.,Customer: Quick recap of project goals and blockers. | Tech: Aligned on UAT schedule and acceptance criteria. | Customer: Reviewed environment configuration and prerequisites.,"[{""speaker"": ""Customer"", ""speaker_email"": ""keystone.admin@keystone.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""keystone.admin@keystone.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""keystone.admin@keystone.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""keystone.admin@keystone.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200011,PRJ-2003,Harbor Health Systems,Harbor Health Systems - Integration Review,2026-02-14T11:06:04.974256-05:00,3066,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""harbor.admin@harbor.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Harbor Health Systems"", ""opportunityName"": ""Harbor Health Systems Implementation"", ""accountId"": ""ACC-011""}","[""Monitoring & alerts"", ""Acceptance criteria"", ""Change management"", ""Integration testing"", ""Database migration""]","Call with Harbor Health Systems covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Request service account with least-privilege permissions. || Create: Run staging database test migration and log performance metrics.,PM: Outlined rollback and change management approach. | PM: Aligned on UAT schedule and acceptance criteria. | Customer: Quick recap of project goals and blockers.,"[{""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200012,PRJ-2003,Harbor Health Systems,Harbor Health Systems - UAT Planning,2026-02-11T11:06:04.974256-05:00,1539,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""harbor.admin@harbor.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Harbor Health Systems"", ""opportunityName"": ""Harbor Health Systems Implementation"", ""accountId"": ""ACC-012""}","[""Rollback plan"", ""Database migration"", ""Firewall / ports"", ""Performance tuning"", ""Deployment planning""]","Call with Harbor Health Systems covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Complete: Validate license server connectivity from app host. || Comment: Legacy schema requires custom field mapping.,Customer: Quick recap of project goals and blockers. | PM: Discussed firewall rules and connectivity validation. | Customer: Reviewed environment configuration and prerequisites.,"[{""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200013,PRJ-2003,Harbor Health Systems,Harbor Health Systems - Implementation Sync,2026-02-05T13:06:04.974256-05:00,964,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""harbor.admin@harbor.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Harbor Health Systems"", ""opportunityName"": ""Harbor Health Systems Implementation"", ""accountId"": ""ACC-013""}","[""Rollback plan"", ""Integration testing"", ""License server setup"", ""Deployment planning""]","Call with Harbor Health Systems covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Provide API sample payloads and auth details. || Complete: Validate license server connectivity from app host. || Create: Share updated installation checklist. || Create: Confirm required inbound ports with customer IT (include protocol and IP ranges).,Customer: Outlined rollback and change management approach. | Tech: Outlined rollback and change management approach. | Tech: Aligned on UAT schedule and acceptance criteria.,"[{""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200014,PRJ-2003,Harbor Health Systems,Harbor Health Systems - Go-Live Readiness,2026-02-15T07:06:04.974256-05:00,3512,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""harbor.admin@harbor.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Harbor Health Systems"", ""opportunityName"": ""Harbor Health Systems Implementation"", ""accountId"": ""ACC-014""}","[""Deployment planning"", ""UAT schedule"", ""API authentication"", ""Integration testing"", ""Data mapping""]","Call with Harbor Health Systems covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Confirm required inbound ports with customer IT (include protocol and IP ranges). || Create: Draft rollback plan and circulate for approval. || Complete: Update internal DNS record.,Tech: Reviewed environment configuration and prerequisites. | Customer: Discussed firewall rules and connectivity validation. | Customer: Quick recap of project goals and blockers.,"[{""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200015,PRJ-2002,NorthStar Avionics,NorthStar Avionics - Integration Review,2026-02-25T11:06:04.974256-05:00,3413,"[{""email"": ""maya.chen@technicianos.demo"", ""role"": ""internal""}, {""email"": ""samira.khan@technicianos.demo"", ""role"": ""internal""}, {""email"": ""northstar.admin@northstar.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""NorthStar Avionics"", ""opportunityName"": ""NorthStar Avionics Implementation"", ""accountId"": ""ACC-015""}","[""Integration testing"", ""User training"", ""Database migration"", ""UAT schedule"", ""Firewall / ports""]","Call with NorthStar Avionics covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Confirm required inbound ports with customer IT (include protocol and IP ranges). || Comment: Legacy schema requires custom field mapping. || Comment: Customer prefers after-hours rollout window. || Create: Draft rollback plan and circulate for approval.,Tech: Outlined rollback and change management approach. | Tech: Reviewed environment configuration and prerequisites. | Customer: Discussed firewall rules and connectivity validation.,"[{""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""samira.khan@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Customer"", ""speaker_email"": ""northstar.admin@northstar.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200016,PRJ-2001,Apex Robotics,Apex Robotics - UAT Planning,2026-02-05T07:06:04.974256-05:00,2465,"[{""email"": ""maya.chen@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""apex.admin@apex.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Apex Robotics"", ""opportunityName"": ""Apex Robotics Implementation"", ""accountId"": ""ACC-016""}","[""License server setup"", ""Acceptance criteria"", ""Rollback plan"", ""Deployment planning""]","Call with Apex Robotics covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Confirm required inbound ports with customer IT (include protocol and IP ranges). || Create: Draft rollback plan and circulate for approval. || Create: Schedule UAT and define measurable success criteria.,PM: Aligned on UAT schedule and acceptance criteria. | Tech: Outlined rollback and change management approach. | Customer: Quick recap of project goals and blockers.,"[{""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200017,PRJ-2001,Apex Robotics,Apex Robotics - Technical Deep Dive,2026-01-29T08:06:04.974256-05:00,2083,"[{""email"": ""maya.chen@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""apex.admin@apex.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Apex Robotics"", ""opportunityName"": ""Apex Robotics Implementation"", ""accountId"": ""ACC-017""}","[""User training"", ""Database migration"", ""Acceptance criteria"", ""Bug triage"", ""Performance tuning"", ""SSO configuration""]","Call with Apex Robotics covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Confirm required inbound ports with customer IT (include protocol and IP ranges). || Comment: Legacy schema requires custom field mapping. || Complete: Update internal DNS record. || Create: Draft rollback plan and circulate for approval.,Customer: Discussed firewall rules and connectivity validation. | Tech: Discussed firewall rules and connectivity validation. | Customer: Reviewed environment configuration and prerequisites.,"[{""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200018,PRJ-2003,Harbor Health Systems,Harbor Health Systems - Technical Deep Dive,2026-02-07T13:06:04.974256-05:00,1611,"[{""email"": ""dylan.ng@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""harbor.admin@harbor.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Harbor Health Systems"", ""opportunityName"": ""Harbor Health Systems Implementation"", ""accountId"": ""ACC-018""}","[""Acceptance criteria"", ""API authentication"", ""SSO configuration"", ""License server setup""]","Call with Harbor Health Systems covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Request service account with least-privilege permissions. || Create: Provide API sample payloads and auth details.,Tech: Confirmed next steps and ownership assignments. | Tech: Reviewed environment configuration and prerequisites. | PM: Reviewed environment configuration and prerequisites.,"[{""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""Customer"", ""speaker_email"": ""harbor.admin@harbor.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""dylan.ng@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
CALL-200019,PRJ-2001,Apex Robotics,Apex Robotics - Go-Live Readiness,2026-01-31T13:06:04.974256-05:00,1226,"[{""email"": ""maya.chen@technicianos.demo"", ""role"": ""internal""}, {""email"": ""liam.patel@technicianos.demo"", ""role"": ""internal""}, {""email"": ""apex.admin@apex.demo"", ""role"": ""external""}]","{""crmType"": ""Salesforce"", ""accountName"": ""Apex Robotics"", ""opportunityName"": ""Apex Robotics Implementation"", ""accountId"": ""ACC-019""}","[""Monitoring & alerts"", ""License server setup"", ""Bug triage""]","Call with Apex Robotics covering implementation status, blockers, and next steps. Discussed ownership and timelines.",Create: Draft rollback plan and circulate for approval. || Create: Request service account with least-privilege permissions. || Comment: Legacy schema requires custom field mapping. || Complete: Validate license server connectivity from app host.,Tech: Aligned on UAT schedule and acceptance criteria. | Customer: Aligned on UAT schedule and acceptance criteria. | Tech: Aligned on UAT schedule and acceptance criteria.,"[{""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Confirmed next steps and ownership assignments.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Discussed firewall rules and connectivity validation.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Outlined rollback and change management approach.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""Customer"", ""speaker_email"": ""apex.admin@apex.demo"", ""utterance"": ""Reviewed environment configuration and prerequisites.""}, {""speaker"": ""Tech"", ""speaker_email"": ""liam.patel@technicianos.demo"", ""utterance"": ""Aligned on UAT schedule and acceptance criteria.""}, {""speaker"": ""PM"", ""speaker_email"": ""maya.chen@technicianos.demo"", ""utterance"": ""Quick recap of project goals and blockers.""}]",/v2/calls/extensive + /v2/calls/transcript + /v2/calls/ai-content
